what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1564536387064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536387391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536388592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536390792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536432709
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1564536435892
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1564536439511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1564536445033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1564536447139
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1564536447404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536447685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536448574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1564536455048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1564536458028
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1564536462802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1564536465407
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1564536465656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536465984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536467357
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536468620
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536494438
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1564536497652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1564536523344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1564536536012
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1564536536324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536536636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536537930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536541565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536553000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536558742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536616462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536647022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564536651356
